uri,reg:hasSubClass,reg:hasSubproperty,reg:hasUnconstrained,reg:name@en,reg:status,rdf:type[0],rdfs:domain,rdfs:isDefinedBy,rdfs:label@en[0],rdfs:label@es[0],rdfs:label@es[1],rdfs:label@es[2],rdfs:range,rdfs:subClassOf,rdfs:subPropertyOf,owl:inverseOf,skos:definition@en[0],skos:definition@es[0],skos:scopeNote@en[0],skos:scopeNote@en[1],skos:scopeNote@es[0]
isbd:elements/P1068,,,isbd:unc/elements/P1068,hasNoteOnTitleProper,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on title proper,tiene nota sobre título propiamente dicho,,,,,isbd:elements/P1045,,"Relates a resource to a note on the title proper (the chief name of a resource, i.e. the title of a resource in the form in which it appears on the preferred source of information for the resource).","Relaciona un recurso con una nota sobre el título propiamente dicho (el nombre principal de un recurso, por ejemplo, el título de un recurso en la forma en la que aparece en la fuente preferida de información de información para el recurso).",,,
isbd:elements/P1073,,,isbd:unc/elements/P1073,hasNoteOnNatureScopeFormPurposeOrLanguage,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has note on nature, scope, form, purpose or language","tiene nota sobre naturaleza, alcance, forma, propósito o lengua",,,,,isbd:elements/P1045,,"Relates a resource to a note on its nature, purpose, scope, or literary, artistic or musical form, or language if the linguistic content is significant.","Relaciona un recurso con una nota sobre su naturaleza, propósito, alcance, o forma literaria, artística o musical, o la lengua si el contenido lingüístico es significativo.",Used when the information cannot be inferred from other elements of the description.,,Se utiliza cuando la información no puede ser inferida de otros elementos de la descripción.
isbd:elements/P1078,,,isbd:unc/elements/P1078,hasNoteOnBinding,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on binding,tiene nota sobre la encuadernación,,,,,isbd:elements/P1045,,Relates a resource to a note on the binding as issued by the publisher.,Relaciona un recurso con una nota sobre la encuadernación como fue publicada por el editor.,Excludes a binding specific to a copy in hand.,,Se excluye una encuadernación específica de un ejemplar que se tiene en la mano.
isbd:elements/P1079,,,isbd:unc/elements/P1079,hasNoteOnResourceIdentifierAndTermsOfAvailability,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on resource identifier and terms of availability,tiene nota sobre identificador del recurso y condición de disponibilidad,,,,,isbd:elements/P1045,,Relates a resource to a note relating to the resource identifier and terms of availability.,Relaciona un recurso con una nota relativa al identificador del recurso y condiciones de disponibilidad.,"Includes notes of limited print run, issues or limited distribution.",,"Incluye notas de impresión limitada, edición o distribución limitada."
isbd:elements/P1086,,,isbd:unc/elements/P1086,hasNoteOnParallelTitlesAndParallelOtherTitleInformation,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on parallel titles and parallel other title information,tiene nota sobre títulos paralelos e información complementaria del título paralelo,,,,,isbd:elements/P1045,,Relates a resource to a note on parallel titles and parallel other title information.,Relaciona un recurso con una nota sobre los títulos paralelos e información complementaria del título paralela.,Excludes information recorded in the title and statement of responsibility area.,,Se excluye la información registrada en el área de título y mención de responsabilidad.
isbd:elements/P1087,,,isbd:unc/elements/P1087,hasNoteOnStatementOfResponsibility,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on statement of responsibility,tiene nota sobre mención de responsabilidad,,,,,isbd:elements/P1045,,"Relates a resource to a note on its statements of responsibility (statements, transcribed from the resource being described, relating to persons responsible for the intellectual or artistic content of the resource, to corporate bodies from which the content emanates, or to persons or corporate bodies responsible for the performance of the content of the resource).","Relaciona un recurso con una nota sobre sus menciones de responsabilidad (menciones, que se transcriben del recurso que se está describiendo, relativas a las personas responsables del contenido intelectual o artístico del recurso, a las entidades corporativas de las que emana el contenido, o a las personas o entidades corporativas responsables de la realización del contenido del recurso).","Includes statements of responsibility taken from outside the resource, its container or accompanying textual matter; notes on variant or expanded forms of names of persons or corporate bodies, notes on pseudonyms, notes on persons or corporate bodies connected with the work that cannot be included in other areas of the description (because, for example, their function is not specified); statements of responsibility relating to appendices and other supplementary matter appearing on the resource but not on a prescribed source of information; notes on the staging, instrumentation, etc., of performed works; notes on persons or bodies connected with the technical production, administrative and consulting functions of the work.",,"Incluye menciones de responsabilidad tomadas de fuentes externas al recurso, su envase o información textual aneja; notas sobre las variantes o formas desarrolladas de nombres de personas o de entidades corporativas, notas sobre seudónimos, notas sobre personas o entidades corporativas relacionadas con la obra que no pueden incluirse en otras áreas de la descripción (porque, por ejemplo, no está especificada su función); menciones de responsabilidad relativas a los apéndices y a otros materiales complementarios que aparecen en el recurso pero no en la fuente de información prescrita; notas sobre puesta en escena, instrumentación, etc. de las obras representadas; notas sobre personas o entidades corporativas relacionadas con la producción técnica y las funciones administrativas y consultivas de la obra."
isbd:elements/P1095,,,isbd:unc/elements/P1095,hasNoteOnBibliographicHistory,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on bibliographic history,tiene nota de historia bibliográfica,,,,,isbd:elements/P1045,,Relates a resource to a note relating to the edition being described or the bibliographic history of the work.,Relaciona un recurso con una nota relativa a la edición que se describe o a la historia bibliográfica de la obra.,,,
isbd:elements/P1094,,,isbd:unc/elements/P1094,hasNoteOnChangeToEdition,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on change to edition,tiene nota de cambio en edición,,,,,isbd:elements/P1045,,Relates a resource that is a serial or multipart monograph to a note on changes in edition statements that occur after the issue or part used as the basis of description and do not require a new description. Relates a resource that is an integrating resource to a note on earlier edition statements that are no longer present on the current iteration or that are in a different form on an earlier iteration and do not require a new description.,"Relaciona un recurso que es una publicación seriada o una monografía multiparte con una nota sobre cambios en las menciones de edición que son posteriores al fascículo o parte que se usa como base de la descripción, pero que no requiere una nueva descripción. Relaciona un recurso integrable con una nota sobre una mención de edición anterior que ya no está presente en la iteración más reciente o que está de una forma diferente a la iteración anterior, y que no requiere una nueva descripción.",,,
isbd:elements/P1136,,,isbd:unc/elements/P1136,hasNoteOnContentFormAndMediaType,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on content form and media type,tiene nota sobre forma del contenido y tipo de medio,,,,,isbd:elements/P1045,,Relates a resource to a note on the content form and media type area.,Relaciona un recurso con una nota sobre el área de forma del contenido y tipo de medio.,,,
isbd:elements/P1097,,,isbd:unc/elements/P1097,hasNoteOnDifferentEditions,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on different editions,tiene nota de diferentes ediciones,,,,,isbd:elements/P1045,,Relates a resource to a note on the name of another edition or editions.,Relaciona un recurso con una nota sobre el nombre de otra edición o ediciones.,"Used when the resource is one of two or more simultaneously published editions differing in partial content or language. A general note is used if the name of the other edition or editions is not readily available, or the resource is published in more editions than can be named conveniently.",,"Se utiliza cuando el recurso es una de dos o más ediciones publicadas simultáneamente, que difieren parcialmente en el contenido o en la lengua. Se emplea una nota general si no está disponible el nombre de la otra edición o ediciones, o si el recurso se publica en más ediciones que pueden nombrarse convenientemente."
isbd:elements/P1092,,,isbd:unc/elements/P1092,hasNoteOnNumbers,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on numbers,tiene nota relativa a números,,,,,isbd:elements/P1045,,Relates a resource to a note on numbers or identifiers associated with it.,Relaciona un recurso a una nota relativa a números o identificadores asociados con él.,Excludes identifiers recorded in the resource identifier and terms of availability area.,,Se excluyen los identificadores registrados en el área de identificador del recurso y condiciones de disponibilidad.
isbd:elements/P1101,,,isbd:unc/elements/P1101,hasNoteOnRelationshipBetweenContinuingResources,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on relationship between continuing resources,tiene nota de relación entre recursos continuados,,,,,isbd:elements/P1045,,Relates a resource that is a continuing resource to a note on a continuing resource that it is related to.,Relaciona un recurso que es un recurso continuado con una nota sobre otro recurso continuado con el que está relacionado.,,,
isbd:elements/P1099,,,isbd:unc/elements/P1099,hasNoteOnRelationshipToOtherResources,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on relationship to other resources,tiene nota de relación con otros recursos,,,,,isbd:elements/P1045,,Relates a resource to a note on relationship to other resources.,Relaciona un recurso con una nota de relación con otros recursos.,,,
isbd:elements/P1098,,,isbd:unc/elements/P1098,hasNoteOnReproduction,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on reproduction,tiene nota de reproducción,,,,,isbd:elements/P1045,,Relates a resource that is is an exact reproduction of another resource to a note on the title of the original resource (when different from the title of the reproduction) and its publication details.,Relaciona un recurso que es una reproducción exacta de otro recurso con una nota sobre el título del recurso original (cuando es diferente del de la reproducción) y sus datos de publicación.,"Includes facsimile reproductions or other photographic (or micro-) reproductions of a printed title, sound cassette copies of a sound disc, videotape reproductions of a motion picture, digitisations. Includes the frequency of the original resource.",,"Se incluyen reproducciones facsimilares u otras reproducciones fotográficas o micro-reproducciones de un título impreso, copias en cassette de un disco de sonoro, reproducciones en cita de vídeo de una película, digitalizaciones. Se incluye la frecuencia del recurso original."
isbd:elements/P1123,,,isbd:unc/elements/P1123,hasNoteOnSupplementToOrInsertIn,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on supplement to or insert in,tiene nota de suplemento a o de insertado en,,,,,isbd:elements/P1045,,"Relates a resource that is a supplement to or insert in another resource to a note of the title, the key title and ISSN of the main resource.","Relaciona un recurso que es un suplemento de o un inserto en otro recurso con una nota del título, título clave e ISSN del recurso principal.",,,
isbd:elements/P1100,,,isbd:unc/elements/P1100,hasNoteOnSupplementsInsertsEtc,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has note on supplements, inserts, etc.","tiene nota de suplementos, insertos, etc.",,,,,isbd:elements/P1045,,"Relates a resource that has one or more supplements and/or inserts to a note on the title, the key title and ISSN of the supplement and/or insert.","Relaciona un recurso que tiene uno o más suplementos y/o insertos con una nota sobre el título, el título clave e ISSN del suplemento y/o el inserto.",A general note about the existence of supplements is used when they are numerous.,,Se utiliza una nota general sobre la existencia de suplementos cuando sean muy numerosos.
isbd:elements/P1096,,,isbd:unc/elements/P1096,hasNoteOnTranslations,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on translations,tiene nota de traducciones,,,,,isbd:elements/P1045,,"Relates a resource that contains a work that is a translation to a note on the original title of the work, or, where appropriate, the key title and ISSN.","Relaciona un recurso que contiene una obra que es una traducción con una nota sobre el título original de la obra o, cuando sea apropiado, el título clave e ISSN.",Notes on translations may be included in the notes on contents when the resource contains several individual works. Excludes notes on the language of the title. Excludes notes on editions of a resource appearing simultaneously in different languages.,,La notas sobre traducciones se pueden incluir en las notas sobre contenido cuando el recurso contiene varias obras individuales. Se excluyen notas sobre la lengua del título. Se excluyen notas sobre ediciones de un recurso que aparecen simultáneamente en varias lenguas.
isbd:elements/P1091,,,isbd:unc/elements/P1091,hasNoteOnUseOrAudience,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on use or audience,tiene nota de uso o destinatario,,,,,isbd:elements/P1045,,Relates a resource to a note providing non-evaluative information as to the potential or recommended use of the resource and/or the intended audience.,Relaciona un recurso con una nota que proporciona información no evaluativa sobre el uso potencial o recomendado del recurso y/o sobre los destinatarios a los que está dirigido.,Normally taken from statements on or in the resource. Includes specification of restrictions on use.,,Normalmente se obtienen de menciones de dentro o fuera del recurso. Incluye especificaciones de restricciones en el uso.
isbd:elements/P1090,,,isbd:unc/elements/P1090,hasNoteProvidingASummary,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note providing a summary,tiene nota de provisión de sumario,,,,,isbd:elements/P1045,,"Relates a resource to a note providing a factual, non-evaluative account of the subject coverage.","Relaciona un recurso con una nota que proporciona un informe objetivo, no evaluativo, de la cobertura temática.","May draw upon statements found on the resource, its container or accompanying textual matter. Information on the use of special techniques or processes may also be included.",,"Puede basarse en las menciones encontradas en el recurso, en su envase o en el material textual que lo acompaña. También puede incluir información sobre el uso de técnicas o procedimientos especiales."
isbd:elements/P1107,,,isbd:unc/elements/P1107,hasNoteArea,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note area,tiene área de notas,,,isbd:elements/C2010,,,,Relates a resource to a statement including notes on any descriptive information that has not been given in other areas of the description.,Relaciona un recurso con una mención que incluye notas sobre cualquier información descriptiva que no se haya dado en otras áreas de la descripción.,Used when considered to be important to users of bibliographic records.,,Se utiliza cuando se considera de importancia para los usuarios de los registros bibliográficos.
isbd:elements/P1124,,,isbd:unc/elements/P1124,hasNoteOnOtherRelationships,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has note on other relationships,tiene nota de otras relaciones,,,,,,,"Relates a resource to a note on other relationships between it and other resources, including the nature of the relationship, the title, the key title and ISSN of the other resource or resources.","Relaciona un recurso con una nota sobre otras relaciones entre él y otros recursos, incluyendo la naturaleza de la relación, el título, título clave e ISSN del otro recurso o recursos.",Includes resources published together and described separately.,,Incluye recursos publicados conjuntamente y descritos por separado.
isbd:elements/P1015,,,isbd:unc/elements/P1015,hasNumberingArea,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has numbering area,tiene área de numeración,,,isbd:elements/C2014,,,,"Relates a resource that is a serial to a statement including the numbering, the chronological designation, the parallel system of numbering, and the subsequent system of numbering.","Relaciona un recurso que es una publicación seriada con una mención que incluye la numeración, la designación cronológica, el sistema paralelo de numeración, y el sistema sucesivo de numeración.","Can include a numeral, a letter, any other character, or the combination of these, with or without an accompanying word (""volume"", ""number"", etc.), and/or a chronological designation. Omitted if both the first and last issues or parts are not available.",,"Puede incluir un número, una letra, cualquier otro carácter o la combinación de éstos, con o sin una palabra acompañándoles (“volúmen”, “número”, etc.) y /o una designación cronológica. Se omite si tanto el primer como el último número o partes no están disponibles."
isbd:elements/P1031,,,isbd:unc/elements/P1031,hasNumberingWithinSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has numbering within series or multipart monographic resource,tiene numeración de serie o recurso monográfico multiparte,,,,,,,Relates a resource that is a series or multipart monographic resource to its numbering.,Relaciona un recurso que es una serie o recurso monográfico multiparte con su numeración.,,,
isbd:elements/P1133,,,isbd:unc/elements/P1133,hasNumberOfSoundChannels,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has number of sound channels,tiene número de canales de sonido,,,,,,,Relates a resource to the number of its sound channels.,Relaciona un recurso con el número de sus canales de sonido.,,,
isbd:elements/P1131,,,isbd:unc/elements/P1131,hasNumberOfTapeTracks,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has number of tape tracks,tiene número de pistas,,,,,,,Relates a resource to the number of its tape tracks.,Relaciona un recurso con el número de sus pistas.,,,
isbd:elements/P1156,,,isbd:unc/elements/P1156,hasNumericDesignation,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has numeric designation,tiene designación  numérica,,,,,,,Relates a resource that is a serial to its numeric designation.,Relaciona un recurso que es una publicación seriada con su designación numérica.,"A numeric designation is given as it appears, except that arabic numerals are given in place of other numerals or spelled-out numbers and multiple levels of numbering are given in a hierarchical order. A numeric designation may include alphabetic or other characters as well as numbers. Words in the designation may be abbreviated.",,"Una designación numérica se da tal y como aparezca, excepto que se dan números arábigos en lugar de números no arábigos o números expresados textualente y  numeraciones en múltiples niveles que sean dadas en order jerárquico. Una designación numérica puede incluir letras u otros caracteres además de números. Las palabras de la designación pueden abreviarse."
isbd:elements/P1023,,,isbd:unc/elements/P1023,hasOtherPhysicalDetails,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has other physical details,tiene otros detalles físicos,,,,,,,"Relates a resource to a statement including the statement relating to the material of which the resource is composed, the statement relating to the presence of illustrations, the particular type of illustration, the number of illustrations, the presence of colour, the reduction ration (if a microform), the presence or absence of sound (if a resource that may have integral sound as a feature), and other technical specifications.","Relaciona un recurso con una mención que incluye la mención relativa al material del que está hecho el recurso, la mención relativa a la presencia de ilustraciones, el tipo específico de ilustración, el número de ilustraciones, la existencia de color, la proporción de reducción (si es una microforma), la existencia o ausencia de sonido (si es un recurso que pueda tener como carácterística el sonido integrado) y otras especificaciones técnicas.","Includes method of production, colour, material from which the resource is made, etc. Any characteristic implicit in the specific material designation is omitted.",,"Incluye método de producción, color, material del que está hecho el recurso, etc. Se omite cualquier característica implícita en la designación específica del material."
isbd:elements/P1006,,,isbd:unc/elements/P1006,hasOtherTitleInformation,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has other title information,tiene información complementaria del título,,,,,isbd:elements/P1012,,"Relates a resource to a word or phrase, or a group of characters, appearing in conjunction with, and subordinate to, the title proper of the resource.","Relaciona un recurso con una palabra oexpresión, o grupo de caracteres que aparecen en conjunción con y subordinados al título propiamente dicho del recurso.",Other title information can include variant titles appearing on the same source as the title proper.,,La información complementaria del título puede incluir variantes de título que aparecen en la misma fuente que el título propiamente dicho.
isbd:elements/P1012,,isbd:elements/P1006,isbd:unc/elements/P1012,hasTitle,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title,tiene título,,,,,,,"Relates a resource to a word or phrase, or a group of characters, usually appearing on the resource, that is the name of the resource or the work (or any one of a group of individual works) contained in it.","Relaciona un recurso con una palabra, frase, o grupo de caracteres que normalmente aparecen en el recurso, que es el nombre del recurso o de la obra (o cualquiera de un grupo de obras individuales) contenida en él.",A title proper; a title of individual work by the same author in a resource lacking a collective title; a title of an individual work by a different author in a resource lacking a collective title; a parallel title; other title information; or parallel other title information.,,"Un título propiamente dicho, un título de obra individual por el mismo autor en un recurso que carece de titulo colectivo; un título de una obra individual por un autor diferente en un recurso que carece de título colectivo; un título paralelo; información complementaria de título; u otra información complementaria de título paralelo."
isbd:elements/P1028,,,isbd:unc/elements/P1028,hasOtherTitleInformationOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has other title information of series or multipart monographic resource,tiene información complementaria del título de serie o recurso monográfico multiparte,,,,,,,"Relates a resource that is a series or multipart monographic resource to a word or phrase, or a group of characters, appearing in conjunction with or subordinate to the title of the resource.","Relaciona un recurso que es una serie o recurso monográfico multiparte con una palabra, frase o grupo de caracteres que aparecen asociados, o subordinados al título del recurso.",Other title information is given when it appears on the prescribed source of information and is necessary for identification of the larger bibliographic resource or otherwise considered important to users of the catalogue. An edition statement relating to a series or subseries is given as other title information when necessary for identification of the series.,,La información complementaria del título se indica cuando aparece en la fuente de información prescrita y es necesaria para la identificación del recurso bibliográfico más amplio o bien se considera importante para los usuarios del catálogo. La mención de edición relativa a la serie o subserie se da como información complementaria de título cuando es necesaria para la identificación de la serie.
isbd:elements/P1054,,,isbd:unc/elements/P1054,hasPagination,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has pagination,tiene paginación,,,,,,,Relates a resource that is a printed text to the sequential numbering of the pages.,Relaciona un recurso de texto impreso con la numeración secuencial de páginas.,"Includes the numbering of leaves, columns, etc.",Includes notated music and cartographic resources as well as printed textual resources.,"Incluye la numeración de hojas, columnas, etc."
isbd:elements/P1143,,,isbd:unc/elements/P1143,hasParallelAdditionalEditionStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel additional edition statement,tiene mención de edición adicional paralela,,,,,,,"Relates a resource to a word or phrase, or a group of characters, indicating that a resource belongs to an edition presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso con una palabra o frase, o grupo de caracteres que indican que el recurso pertenece a una edición que se presenta en la fuente de información preferida para el recurso y que se muestra como equivalente en otra lengua o escritura.",,,
isbd:elements/P1178,,,isbd:unc/elements/P1178,hasParallelCommonTitleOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel common title of series or multipart monographic resource,tiene título común paralelo de serie o recurso monográfico multiparte,,,,,,,"Relates a resource that is a series or multipart monographic resource to that part of the title that is carried by a group of related resources in addition to their different section titles, presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso que es una serie o un recurso monográfico multiparte con aquella parte del título que es común a un grupo de recursos relacionados que tienen además sus diferentes títulos de sección, presentada como equivalente en otra lengua o escritura en la fuente de información preferida del recurso.",,,
isbd:elements/P1180,,,isbd:unc/elements/P1180,hasParallelDependentTitleDesignationOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel dependent title designation of series or multipart monographic resource,tiene designación de título dependiente paralelo de serie o recurso monográfico multiparte,,,,,,,"Relates a resource that is a series or multipart monographic resource to numbering that alone or in conjunction with a dependent title serves to distinguish one of two or more related resources having a common title, presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso que es una serie o un recurso monográfico multiparte con la numeración que por sí sola o en conjunción con un título dependiente sirve para distinguir un recurso de dos o más recursos relacionados que tienen un título común, presentada como equivalente en otra lengua o escritura en la fuente de información preferida del recurso.",,,
isbd:elements/P1179,,,isbd:unc/elements/P1179,hasParallelDependentTitleOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel dependent title of series or multipart monographic resource,tiene título dependiente paralelo de serie o recurso monográfico multiparte ,,,,,,,"Relates a resource that is a series or multipart monographic resource to a title that by itself is insufficient to identify the resource and that requires the addition of the common title, or the title of the main resource or the title of the main series, presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso que es una serie o un recurso monográfico multiparte con un título que por sí mismo es insuficiente para identificar el recurso y que requiere de la adición del título común, o del título del recurso principal o del título de la serie principal, presentado como equivalente en otra lengua o escritura en la fuente de información preferida del recurso.",,,
isbd:elements/P1009,,,isbd:unc/elements/P1009,hasParallelEditionStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel edition statement,tiene mención de edición paralela,,,,,,,"Relates a resource to an equivalent of an edition statement (a word or phrase, or a group of characters, indicating that the resource belongs to an edition) in another language or script.","Relaciona un recurso con un equivalente de la mención de edición (término, frase o grupo de caracteres que indican que el recurso pertenece a una edición) en otra lengua o escritura.",,,
isbd:elements/P1119,,,isbd:unc/elements/P1119,hasParallelMusicFormatStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel music format statement,tiene mención de formato musical paralela,,,,,,,Relates a resource that is notated music to an equivalent of a music format statement (a term or phrase representing the physical form in which it is presented) in another language or script and presented as equivalent.,Relaciona un recurso que es música notada con un equivalente en otra lengua lengua o escritura de la mención de formato musical (un término o frase que representa la forma física en la que se presenta).,,,
isbd:elements/P1121,,,isbd:unc/elements/P1121,hasParallelNameOfPublisherProducerDistributor,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has parallel name of publisher, producer, distributor","tiene nombre paralelo de editor, productor, distribuidor",,,,,,,"Relates a resource to the form of name of the publisher, producer and/or distributor in the language and script of the title proper when the name appears on the prescribed source of information for the resource in more than one language or script.","Relaciona un recurso con la forma del nombre del editor, productor y/o distribuidor en la lengua y escritura del título propiamente dicho cuando dicho nombre aparece en la fuente prescrita de información en más de una lengua o escritura.","If the criterion in the definition does not apply, the form of name made prominent by typography or, if there is no typographical distinction, the form of name that appears first is used.",,
isbd:elements/P1116,,,isbd:unc/elements/P1116,hasParallelNumberingSystem,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel numbering system,tiene sistema paralelo de numeración,,,,,,,Relates a resource that is a serial to the designation appearing in the language and script of the title proper when there are designations in more than one language or script on the issue or part.,"Relaciona un recurso que es una publicación seriada con la designación del fascículo o parte que aparece en la lengua y escritura del título propiamente dicho, cuando existen designaciones en más de una lengua o escritura.","If the criterion in the definition does not apply, the first designation is used. The parallel designations may also be given.",,"Si no es aplicable el criterio de la definición, se utiliza la primera designación que aparece. También se pueden dar las designaciones paralelas."
isbd:elements/P1140,,,isbd:unc/elements/P1140,hasParallelOtherTitleInformation,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel other title information,tiene información complementaria del título paralela,,,,,isbd:elements/P1012,,Relates a resource to other title information presented on the preferred source of information for the resource as an equivalent in another language or script.,Relaciona un recurso con información complementaria del título que se presenta en la fuente de información preferida para el recurso como un equivalente en otra lengua o escritura.,,,
isbd:elements/P1152,,,isbd:unc/elements/P1152,hasParallelOtherTitleInformationOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel other title information of series or multipart monographic resource,tiene información complementaria del título paralela de serie o de recurso monográfico multiparte ,,,,,,,"Relates a resource that is a serial or multipart monographic resource to a word or phrase, or a group of characters, appearing in conjunction with, and subordinate to, the title proper of the resource presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso que es una publicación seriada o recurso monográfico multiparte con una palabra o frase o grupo de caracteres, que aparecen en conjunción con y subordinado al título propiamente dicho del recurso,  presentado en la fuente de información preferida para el recurso como un equivalente en otra lengua o escritura.",Parallel other title information  is given when considered important to users of the catalogue.,,La información complementaria del título paralela se da cuando se considera importante para los usuarios del catálogo.
isbd:elements/P1145,,,isbd:unc/elements/P1145,hasParallelPaceOfPublicationProductionDistribution,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has parallel place of publication, production, distribution","tiene lugar paralelo de publicación, producción, distribución",,,,,,,"Relates a resource to the name of the place of publication, production and/or distribution in the language and script of the title proper when the name appears on the prescribed source of information for the resource in more than one language or script.","Relaciona un recurso con el nombre de un lugar de publicación, producción y/o distribución en la lengua y escritura del título propiamente dicho cuando el nombre aparece en la fuente prescrita de información para el recurso en más de una lengua o escritura.","If the criterion in the definition does not apply, the form of name made prominent by typography or, if there is no typographical distinction, the form of name that appears first is used.",,
isbd:elements/P1153,,,isbd:unc/elements/P1153,hasParallelStatementOfResponsibilityOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel statement of responsibility of series or multipart monographic resource,tiene mención de responsabilidad paralela de serie o recurso monográfico multiparte ,,,,,,,"Relates a resource that is a series or multipart monographic resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of a work contained in the resource, presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso que es una publicación seriada o recurso monográfico multiparte con uno o más nombres, frases, o grupos de caracteres relativos a la identificación y/o función de cualquier persona o entidad corporativa responsable de contribuir a la creación o realización del contenido intelectual o artístico de una obra contenida en el recurso, presentada en la fuente de información preferida para el recurso como equivalente en otra lengua o escritura.",,,
isbd:elements/P1058,,,isbd:unc/elements/P1058,hasParallelStatementOfResponsibilityRelatingToAnAdditionalEditionStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel statement of responsibility relating to an additional edition statement,tiene tipo específico de ilustraciones,tiene mención de responsabilidad paralela relativa a una mención de edición adicional,,,,,,"Relates a resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of an additional edition statement of a work contained in the resource, presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso con uno o más nombres, frases o grupos de caracteres relativos a la identificación y/o función de personas o entidades corporativas responsables de, o que contribuyen a, la creación o realización del contenido intelectual o artístico de una mención de edición adicional de una obra contenida en el recurso, que se presenta en la fuente preferida de información como equivalente en otra lengua o escritura.",,,
